COUNTY,REGION,DISTRICT,D_rating,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,DAD_POST,OUTCOME,asvab_status
"'166","'12","'166907","B","BUCKHOLTS ISD","MILAM","N","N"," ","Meets Requirements"," "
"'167","'12","'167901","A","GOLDTHWAITE ISD","MILLS","N","N","0","Meets Requirements"," "
"'167","'12","'167902","A","MULLIN ISD","MILLS","N","N"," ","Meets Requirements"," "
"'167","'12","'167904","B","PRIDDY ISD","MILLS","N","N"," ","Meets Requirements"," "
"'168","'14","'168901","B","COLORADO ISD","MITCHELL","N","N","0","Meets Requirements"," "
"'168","'14","'168902","B","LORAINE ISD","MITCHELL","N","N"," ","Meets Requirements"," "
"'168","'14","'168903","B","WESTBROOK ISD","MITCHELL","N","N"," ","Meets Requirements"," "
"'169","'09","'169901","B","BOWIE ISD","MONTAGUE","N","N","0","Needs Assistance"," "
"'169","'09","'169902","B","NOCONA ISD","MONTAGUE","N","N","0","Meets Requirements"," "
"'169","'09","'169906","B","GOLD BURG ISD","MONTAGUE","N","N"," ","Meets Requirements"," "
"'169","'09","'169908","A","MONTAGUE ISD","MONTAGUE","N","N"," ","Meets Requirements"," "
"'169","'09","'169909","A","PRAIRIE VALLEY ISD","MONTAGUE","N","N","0","Meets Requirements"," "
"'169","'09","'169910","B","FORESTBURG ISD","MONTAGUE","N","N"," ","Meets Requirements"," "
"'169","'09","'169911","A","SAINT JO ISD","MONTAGUE","N","N","0","Meets Requirements"," "
"'170","'06","'170801","Not Rated: Senate Bill 1365","TEXAS SERENITY ACADEMY","MONTGOMERY","Y","N"," ","Meets Requirements"," "
"'170","'06","'170902","B","CONROE ISD","MONTGOMERY","N","N","0","Meets Requirements"," "
"'170","'06","'170903","A","MONTGOMERY ISD","MONTGOMERY","N","N","0","Meets Requirements"," "
"'170","'06","'170904","C","WILLIS ISD","MONTGOMERY","N","N","0","Needs Assistance"," "
"'170","'06","'170906","A","MAGNOLIA ISD","MONTGOMERY","N","N","0","Meets Requirements"," "
"'170","'06","'170907","B","SPLENDORA ISD","MONTGOMERY","N","N","0","Needs Assistance"," "
"'170","'06","'170908","B","NEW CANEY ISD","MONTGOMERY","N","N","0","Needs Assistance"," "
"'171","'16","'171901","B","DUMAS ISD","MOORE","N","N","1","Meets Requirements"," "
"'171","'16","'171902","A","SUNRAY COLLEGIATE ISD","MOORE","N","N","0","Meets Requirements"," "
"'172","'08","'172902","B","DAINGERFIELD-LONE STAR ISD","MORRIS","N","N","0","Meets Requirements"," "
"'172","'08","'172905","A","PEWITT CISD","MORRIS","N","N","0","Meets Requirements"," "
"'173","'17","'173901","A","MOTLEY COUNTY ISD","MOTLEY","N","N"," ","Meets Requirements"," "
"'174","'07","'174801","A","STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL","NACOGDOCHES","Y","N"," ","Meets Requirements"," "
"'174","'07","'174901","B","CHIRENO ISD","NACOGDOCHES","N","N","0","Meets Requirements"," "
"'174","'07","'174902","A","CUSHING ISD","NACOGDOCHES","N","N","0","Meets Requirements"," "
"'174","'07","'174903","B","GARRISON ISD","NACOGDOCHES","N","N","0","Meets Requirements"," "
"'174","'07","'174904","C","NACOGDOCHES ISD","NACOGDOCHES","N","N","0","Needs Intervention"," "
"'174","'07","'174906","A","WODEN ISD","NACOGDOCHES","N","N","0","Meets Requirements"," "
"'174","'07","'174908","A","CENTRAL HEIGHTS ISD","NACOGDOCHES","N","N","1","Meets Requirements"," "
"'174","'07","'174909","B","MARTINSVILLE ISD","NACOGDOCHES","N","N"," ","Meets Requirements"," "
"'174","'07","'174910","B","ETOILE ISD","NACOGDOCHES","N","N"," ","Meets Requirements"," "
"'174","'07","'174911","B","DOUGLASS ISD","NACOGDOCHES","N","N"," ","Meets Requirements"," "
"'175","'12","'175902","B","BLOOMING GROVE ISD","NAVARRO","N","N","0","Meets Requirements"," "
"'175","'12","'175903","B","CORSICANA ISD","NAVARRO","N","N","0","Needs Intervention"," "
"'175","'12","'175904","B","DAWSON ISD","NAVARRO","N","N","0","Needs Assistance"," "
"'175","'12","'175905","C","FROST ISD","NAVARRO","N","N","0","Meets Requirements"," "
"'175","'12","'175907","B","KERENS ISD","NAVARRO","N","N"," ","Meets Requirements"," "
"'175","'12","'175910","B","MILDRED ISD","NAVARRO","N","N","0","Meets Requirements"," "
"'175","'12","'175911","A","RICE ISD","NAVARRO","N","N","1","Meets Requirements"," "
"'176","'05","'176901","B","BURKEVILLE ISD","NEWTON","N","N"," ","Meets Requirements"," "
"'176","'05","'176902","B","NEWTON ISD","NEWTON","N","N","0","Meets Requirements"," "
"'176","'05","'176903","B","DEWEYVILLE ISD","NEWTON","N","N","0","Meets Requirements"," "
"'177","'14","'177901","B","ROSCOE COLLEGIATE ISD","NOLAN","N","N","0","Meets Requirements","ASVAB Alternative Test Offered"
"'177","'14","'177902","B","SWEETWATER ISD","NOLAN","N","N","0","Needs Substantial Intervention"," "
"'177","'14","'177903","B","BLACKWELL CISD","NOLAN","N","N"," ","Meets Requirements"," "
"'177","'14","'177905","A","HIGHLAND ISD","NOLAN","N","N"," ","Meets Requirements"," "
"'178","'02","'178801","B","DR M L GARZA-GONZALEZ CHARTER SCHOOL","NUECES","Y","N"," ","Meets Requirements"," "
"'178","'02","'178807","Not Rated: Senate Bill 1365","CORPUS CHRISTI MONTESSORI SCHOOL","NUECES","Y","N"," ","Meets Requirements"," "
"'178","'02","'178808","B","SEASHORE CHARTER SCHOOLS","NUECES","Y","N"," ","Meets Requirements"," "
"'178","'02","'178901","B","AGUA DULCE ISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178902","A","BISHOP CISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178903","B","CALALLEN ISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178904","B","CORPUS CHRISTI ISD","NUECES","N","N","0","Needs Assistance"," "
"'178","'02","'178905","B","DRISCOLL ISD","NUECES","N","N"," ","Meets Requirements"," "
"'178","'02","'178906","A","LONDON ISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178908","A","PORT ARANSAS ISD","NUECES","N","N","1","Meets Requirements"," "
"'178","'02","'178909","B","ROBSTOWN ISD","NUECES","N","N","0","Needs Assistance"," "
"'178","'02","'178912","B","TULOSO-MIDWAY ISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178913","A","BANQUETE ISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178914","A","FLOUR BLUFF ISD","NUECES","N","N","0","Meets Requirements"," "
"'178","'02","'178915","B","WEST OSO ISD","NUECES","N","N","0","Meets Requirements"," "
"'179","'16","'179901","A","PERRYTON ISD","OCHILTREE","N","N","1","Meets Requirements"," "
"'180","'16","'180901","Not Rated","BOYS RANCH ISD","OLDHAM","N","N"," ","Meets Requirements"," "
"'180","'16","'180902","A","VEGA ISD","OLDHAM","N","N","1","Meets Requirements"," "
"'180","'16","'180903","B","ADRIAN ISD","OLDHAM","N","N"," ","Meets Requirements"," "
"'180","'16","'180904","B","WILDORADO ISD","OLDHAM","N","N"," ","Meets Requirements"," "
"'181","'05","'181901","B","BRIDGE CITY ISD","ORANGE","N","N","0","Needs Assistance"," "
"'181","'05","'181905","B","ORANGEFIELD ISD","ORANGE","N","N","0","Meets Requirements"," "
"'181","'05","'181906","B","WEST ORANGE-COVE CISD","ORANGE","N","N","0","Needs Assistance"," "
"'181","'05","'181907","B","VIDOR ISD","ORANGE","N","N","0","Needs Assistance"," "
"'181","'05","'181908","B","LITTLE CYPRESS-MAURICEVILLE CISD","ORANGE","N","N","0","Needs Intervention"," "
"'182","'11","'182901","B","GORDON ISD","PALO PINTO","N","N"," ","Meets Requirements"," "
"'182","'11","'182902","B","GRAFORD ISD","PALO PINTO","N","N"," ","Meets Requirements"," "
"'182","'11","'182903","B","MINERAL WELLS ISD","PALO PINTO","N","N","0","Needs Assistance"," "
"'182","'11","'182904","A","SANTO ISD","PALO PINTO","N","N","1","Meets Requirements"," "
"'182","'11","'182905","B","STRAWN ISD","PALO PINTO","N","N"," ","Meets Requirements"," "
"'182","'11","'182906","A","PALO PINTO ISD","PALO PINTO","N","N"," ","Meets Requirements"," "
"'183","'07","'183801","B","PANOLA CHARTER SCHOOL","PANOLA","Y","N","0","Meets Requirements"," "
"'183","'07","'183901","A","BECKVILLE ISD","PANOLA","N","N","0","Meets Requirements"," "
"'183","'07","'183902","B","CARTHAGE ISD","PANOLA","N","N","0","Needs Assistance"," "
"'183","'07","'183904","B","GARY ISD","PANOLA","N","N"," ","Meets Requirements"," "
"'184","'11","'184801","A","CROSSTIMBERS ACADEMY","PARKER","Y","Y"," ","Meets Requirements"," "
"'184","'11","'184901","B","POOLVILLE ISD","PARKER","N","N","0","Meets Requirements"," "
"'184","'11","'184902","C","SPRINGTOWN ISD","PARKER","N","N","0","Needs Assistance"," "
"'184","'11","'184903","B","WEATHERFORD ISD","PARKER","N","N","0","Meets Requirements"," "
"'184","'11","'184904","A","MILLSAP ISD","PARKER","N","N","0","Meets Requirements"," "
"'184","'11","'184907","A","ALEDO ISD","PARKER","N","N","0","Meets Requirements"," "
"'184","'11","'184908","B","PEASTER ISD","PARKER","N","N","0","Meets Requirements"," "
"'184","'11","'184909","A","BROCK ISD","PARKER","N","N","0","Meets Requirements"," "
"'184","'11","'184911","B","GARNER ISD","PARKER","N","N"," ","Meets Requirements"," "
"'185","'16","'185901","A","BOVINA ISD","PARMER","N","N","0","Meets Requirements"," "
"'185","'16","'185902","B","FARWELL ISD","PARMER","N","N","1","Meets Requirements"," "
"'185","'16","'185903","B","FRIONA ISD","PARMER","N","N","0","Meets Requirements"," "
"'185","'16","'185904","B","LAZBUDDIE ISD","PARMER","N","N"," ","Meets Requirements"," "
"'186","'18","'186901","B","BUENA VISTA ISD","PECOS","N","N"," ","Meets Requirements"," "
"'186","'18","'186902","B","FORT STOCKTON ISD","PECOS","N","N","0","Meets Requirements"," "
"'186","'18","'186903","B","IRAAN-SHEFFIELD ISD","PECOS","N","N","0","Meets Requirements"," "
"'187","'06","'187901","B","BIG SANDY ISD","POLK","N","N"," ","Meets Requirements"," "
"'187","'06","'187903","C","GOODRICH ISD","POLK","N","N","0","Meets Requirements"," "
"'187","'06","'187904","A","CORRIGAN-CAMDEN ISD","POLK","N","N","0","Meets Requirements"," "
"'187","'06","'187906","B","LEGGETT ISD","POLK","N","N","0","Meets Requirements"," "
"'187","'06","'187907","B","LIVINGSTON ISD","POLK","N","N","0","Needs Assistance"," "
"'187","'06","'187910","B","ONALASKA ISD","POLK","N","N","0","Meets Requirements"," "
"'188","'16","'188901","B","AMARILLO ISD","POTTER","N","N","0","Needs Assistance"," "
"'188","'16","'188902","B","RIVER ROAD ISD","POTTER","N","N","0","Meets Requirements"," "
"'188","'16","'188903","A","HIGHLAND PARK ISD","POTTER","N","N","0","Meets Requirements"," "
"'188","'16","'188904","A","BUSHLAND ISD","POTTER","N","N","0","Meets Requirements"," "
"'189","'18","'189901","B","MARFA ISD","PRESIDIO","N","N"," ","Meets Requirements"," "
"'189","'18","'189902","B","PRESIDIO ISD","PRESIDIO","N","N","0","Meets Requirements"," "
"'190","'07","'190903","C","RAINS ISD","RAINS","N","N","0","Needs Assistance"," "
"'191","'16","'191901","A","CANYON ISD","RANDALL","N","N","0","Meets Requirements"," "
"'192","'18","'192901","B","REAGAN COUNTY ISD","REAGAN","N","N","0","Meets Requirements"," "
"'193","'20","'193801","Not Rated: Senate Bill 1365","BIG SPRINGS CHARTER SCHOOL","REAL","Y","N"," ","Meets Requirements"," "
"'193","'20","'193902","B","LEAKEY ISD","REAL","N","N"," ","Meets Requirements"," "
"'194","'08","'194902","A","AVERY ISD","RED RIVER","N","N","0","Meets Requirements"," "
"'194","'08","'194903","A","RIVERCREST ISD","RED RIVER","N","N","0","Meets Requirements"," "
"'194","'08","'194904","C","CLARKSVILLE ISD","RED RIVER","N","N","0","Meets Requirements"," "
"'194","'08","'194905","B","DETROIT ISD","RED RIVER","N","N","0","Meets Requirements"," "
"'195","'18","'195901","B","PECOS-BARSTOW-TOYAH ISD","REEVES","N","N","0","Needs Assistance"," "
"'195","'18","'195902","B","BALMORHEA ISD","REEVES","N","N"," ","Meets Requirements"," "
"'196","'03","'196901","B","AUSTWELL-TIVOLI ISD","REFUGIO","N","N","0","Meets Requirements"," "
"'196","'03","'196902","B","WOODSBORO ISD","REFUGIO","N","N","0","Meets Requirements"," "
"'196","'03","'196903","B","REFUGIO ISD","REFUGIO","N","N","0","Meets Requirements"," "
"'197","'16","'197902","A","MIAMI ISD","ROBERTS","N","N"," ","Meets Requirements"," "
"'198","'06","'198901","B","BREMOND ISD","ROBERTSON","N","N","0","Meets Requirements"," "
"'198","'06","'198902","B","CALVERT ISD","ROBERTSON","N","N"," ","Meets Requirements"," "
"'198","'06","'198903","A","FRANKLIN ISD","ROBERTSON","N","N","1","Meets Requirements"," "
"'198","'06","'198905","B","HEARNE ISD","ROBERTSON","N","N","0","Needs Assistance"," "
"'198","'06","'198906","B","MUMFORD ISD","ROBERTSON","N","N","1","Meets Requirements"," "
"'199","'10","'199901","A","ROCKWALL ISD","ROCKWALL","N","N","0","Meets Requirements"," "
"'199","'10","'199902","A","ROYSE CITY ISD","ROCKWALL","N","N","0","Meets Requirements"," "
"'200","'15","'200901","C","BALLINGER ISD","RUNNELS","N","N","0","Meets Requirements"," "
"'200","'15","'200902","A","MILES ISD","RUNNELS","N","N","1","Meets Requirements"," "
"'200","'15","'200904","A","WINTERS ISD","RUNNELS","N","N","1","Meets Requirements"," "
"'200","'15","'200906","A","OLFEN ISD","RUNNELS","N","N"," ","Meets Requirements"," "
"'201","'07","'201902","Not Rated: Senate Bill 1365","HENDERSON ISD","RUSK","N","N","0","Needs Intervention"," "
"'201","'07","'201903","A","LANEVILLE ISD","RUSK","N","N"," ","Meets Requirements"," "
"'201","'07","'201904","A","LEVERETTS CHAPEL ISD","RUSK","N","N","0","Meets Requirements"," "
"'201","'07","'201907","B","MOUNT ENTERPRISE ISD","RUSK","N","N","1","Meets Requirements"," "
"'201","'07","'201908","B","OVERTON ISD","RUSK","N","N","0","Meets Requirements"," "
"'201","'07","'201910","B","TATUM ISD","RUSK","N","N","0","Meets Requirements"," "
"'201","'07","'201913","B","CARLISLE ISD","RUSK","N","N"," ","Meets Requirements"," "
"'201","'07","'201914","B","WEST RUSK COUNTY CONSOLIDATED ISD","RUSK","N","N","0","Meets Requirements"," "
"'202","'07","'202903","B","HEMPHILL ISD","SABINE","N","N","0","Meets Requirements"," "
"'202","'07","'202905","B","WEST SABINE ISD","SABINE","N","N","0","Meets Requirements"," "
"'203","'07","'203901","C","SAN AUGUSTINE ISD","SAN AUGUSTINE","N","N","0","Needs Assistance"," "
"'203","'07","'203902","A","BROADDUS ISD","SAN AUGUSTINE","N","N","1","Meets Requirements"," "
"'204","'06","'204901","Not Rated: Senate Bill 1365","COLDSPRING-OAKHURST CISD","SAN JACINTO","N","N","0","Needs Assistance"," "
"'204","'06","'204904","B","SHEPHERD ISD","SAN JACINTO","N","N","0","Needs Assistance"," "
"'205","'02","'205901","C","ARANSAS PASS ISD","SAN PATRICIO","N","N","0","Meets Requirements"," "
"'205","'02","'205902","B","GREGORY-PORTLAND ISD","SAN PATRICIO","N","N","0","Needs Assistance"," "
"'205","'02","'205903","B","INGLESIDE ISD","SAN PATRICIO","N","N","1","Meets Requirements"," "
"'205","'02","'205904","B","MATHIS ISD","SAN PATRICIO","N","N","0","Meets Requirements"," "
"'205","'02","'205905","B","ODEM-EDROY ISD","SAN PATRICIO","N","N","0","Meets Requirements"," "
"'205","'02","'205906","A","SINTON ISD","SAN PATRICIO","N","N","0","Needs Assistance"," "
"'205","'02","'205907","B","TAFT ISD","SAN PATRICIO","N","N","0","Meets Requirements"," "
"'206","'15","'206901","B","SAN SABA ISD","SAN SABA","N","N","0","Meets Requirements"," "
"'206","'15","'206902","B","RICHLAND SPRINGS ISD","SAN SABA","N","N"," ","Meets Requirements"," "
"'206","'15","'206903","B","CHEROKEE ISD","SAN SABA","N","N"," ","Meets Requirements"," "
"'207","'15","'207901","A","SCHLEICHER ISD","SCHLEICHER","N","N","0","Meets Requirements"," "
"'208","'14","'208901","C","HERMLEIGH ISD","SCURRY","N","N"," ","Meets Requirements"," "
"'208","'14","'208902","B","SNYDER ISD","SCURRY","N","N","0","Meets Requirements"," "
"'208","'14","'208903","A","IRA ISD","SCURRY","N","N"," ","Meets Requirements"," "
"'209","'14","'209901","B","ALBANY ISD","SHACKELFORD","N","N","0","Meets Requirements"," "
"'209","'14","'209902","C","MORAN ISD","SHACKELFORD","N","N"," ","Meets Requirements"," "
"'210","'07","'210901","A","CENTER ISD","SHELBY","N","N","0","Needs Assistance"," "
"'210","'07","'210902","A","JOAQUIN ISD","SHELBY","N","N","0","Meets Requirements"," "
"'210","'07","'210903","A","SHELBYVILLE ISD","SHELBY","N","N"," ","Meets Requirements"," "
"'210","'07","'210904","A","TENAHA ISD","SHELBY","N","N"," ","Meets Requirements"," "
"'210","'07","'210905","B","TIMPSON ISD","SHELBY","N","N"," ","Meets Requirements"," "
"'210","'07","'210906","C","EXCELSIOR ISD","SHELBY","N","N"," ","Meets Requirements"," "
"'211","'16","'211901","A","TEXHOMA ISD","SHERMAN","N","N"," ","Meets Requirements"," "
"'211","'16","'211902","B","STRATFORD ISD","SHERMAN","N","N","0","Meets Requirements"," "
"'212","'07","'212801","B","CUMBERLAND ACADEMY","SMITH","Y","N","0","Needs Assistance"," "
"'212","'07","'212804","A","UT TYLER UNIVERSITY ACADEMY","SMITH","Y","N","1","Meets Requirements"," "
"'212","'07","'212901","B","ARP ISD","SMITH","N","N","0","Meets Requirements"," "
"'212","'07","'212902","A","BULLARD ISD","SMITH","N","N","0","Meets Requirements"," "
"'212","'07","'212903","A","LINDALE ISD","SMITH","N","N","1","Meets Requirements"," "
"'212","'07","'212904","A","TROUP ISD","SMITH","N","N","1","Meets Requirements"," "
"'212","'07","'212905","B","TYLER ISD","SMITH","N","N","0","Needs Assistance"," "
"'212","'07","'212906","A","WHITEHOUSE ISD","SMITH","N","N","1","Meets Requirements","ASVAB Test not Offered"
"'212","'07","'212909","B","CHAPEL HILL ISD","SMITH","N","N","0","Needs Intervention"," "
"'212","'07","'212910","B","WINONA ISD","SMITH","N","N","1","Needs Assistance"," "
"'213","'11","'213801","B","BRAZOS RIVER CHARTER SCHOOL","SOMERVELL","Y","Y"," ","Meets Requirements"," "
"'213","'11","'213901","A","GLEN ROSE ISD","SOMERVELL","N","N","0","Meets Requirements"," "
"'214","'01","'214901","A","RIO GRANDE CITY GRULLA ISD","STARR","N","N","0","Needs Assistance"," "
"'214","'01","'214902","B","SAN ISIDRO ISD","STARR","N","N","0","Meets Requirements"," "
"'214","'01","'214903","A","ROMA ISD","STARR","N","N","1","Needs Assistance"," "
"'215","'14","'215901","B","BRECKENRIDGE ISD","STEPHENS","N","N","0","Meets Requirements"," "
"'216","'15","'216901","A","STERLING CITY ISD","STERLING","N","N","1","Meets Requirements"," "
"'217","'14","'217901","A","ASPERMONT ISD","STONEWALL","N","N","0","Meets Requirements"," "
"'218","'15","'218901","A","SONORA ISD","SUTTON","N","N","0","Meets Requirements"," "
"'219","'16","'219901","A","HAPPY ISD","SWISHER","N","N","1","Meets Requirements"," "
"'219","'16","'219903","C","TULIA ISD","SWISHER","N","N","0","Meets Requirements"," "
"'219","'16","'219905","B","KRESS ISD","SWISHER","N","N","0","Meets Requirements"," "
"'220","'11","'220801","A","TREETOPS SCHOOL INTERNATIONAL","TARRANT","Y","N"," ","Meets Requirements","ASVAB Test not Offered"
"'220","'11","'220802","A","ARLINGTON CLASSICS ACADEMY","TARRANT","Y","N"," ","Meets Requirements"," "
"'220","'11","'220809","A","FORT WORTH ACADEMY OF FINE ARTS","TARRANT","Y","N","0","Meets Requirements","ASVAB Test not Offered"
"'220","'11","'220810","A","WESTLAKE ACADEMY CHARTER SCHOOL","TARRANT","Y","N"," ","Meets Requirements","ASVAB Test not Offered"
"'220","'11","'220811","C","EAST FORT WORTH MONTESSORI ACADEMY","TARRANT","Y","N"," ","Meets Requirements"," "
"'220","'11","'220814","B","TEXAS SCHOOL OF THE ARTS","TARRANT","Y","N"," ","Meets Requirements"," "
"'220","'11","'220815","C","CHAPEL HILL ACADEMY","TARRANT","Y","N"," ","Meets Requirements"," "
"'220","'11","'220817","B","NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON","TARRANT","Y","N","0","Needs Assistance"," "
"'220","'11","'220819","A","HIGH POINT ACADEMY","TARRANT","Y","N","0","Meets Requirements","ASVAB Test not Offered"
"'220","'11","'220901","B","ARLINGTON ISD","TARRANT","N","N","0","Needs Intervention"," "
"'220","'11","'220902","B","BIRDVILLE ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220904","B","EVERMAN ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220905","B","FORT WORTH ISD","TARRANT","N","N","0","Needs Intervention"," "
"'220","'11","'220906","A","GRAPEVINE-COLLEYVILLE ISD","TARRANT","N","N","0","Meets Requirements"," "
"'220","'11","'220907","B","KELLER ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220908","B","MANSFIELD ISD","TARRANT","N","N","0","Meets Requirements"," "
"'220","'11","'220910","Not Rated: Senate Bill 1365","LAKE WORTH ISD","TARRANT","N","N","0","Needs Substantial Intervention"," "
"'220","'11","'220912","B","CROWLEY ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220914","B","KENNEDALE ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220915","B","AZLE ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220916","A","HURST-EULESS-BEDFORD ISD","TARRANT","N","N","1","Meets Requirements"," "
"'220","'11","'220917","B","CASTLEBERRY ISD","TARRANT","N","N","0","Needs Assistance"," "
"'220","'11","'220918","B","EAGLE MT-SAGINAW ISD","TARRANT","N","N","0","Meets Requirements"," "
"'220","'11","'220919","A","CARROLL ISD","TARRANT","N","N","1","Meets Requirements"," "
"'220","'11","'220920","B","WHITE SETTLEMENT ISD","TARRANT","N","N","0","Needs Assistance"," "
"'221","'14","'221801","B","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","Y","N","0","Meets Requirements","ASVAB Alternative Test Offered"
"'221","'14","'221901","C","ABILENE ISD","TAYLOR","N","N","0","Needs Assistance"," "
"'221","'14","'221904","B","MERKEL ISD","TAYLOR","N","N","0","Meets Requirements"," "
"'221","'14","'221905","B","TRENT ISD","TAYLOR","N","N"," ","Meets Requirements"," "
"'221","'14","'221911","A","JIM NED CISD","TAYLOR","N","N","0","Meets Requirements"," "
"'221","'14","'221912","A","WYLIE ISD","TAYLOR","N","N","0","Meets Requirements"," "
"'222","'18","'222901","A","TERRELL COUNTY ISD","TERRELL","N","N"," ","Meets Requirements"," "
"'223","'17","'223901","B","BROWNFIELD ISD","TERRY","N","N","0","Needs Intervention"," "
"'223","'17","'223902","B","MEADOW ISD","TERRY","N","N"," ","Meets Requirements"," "
"'223","'17","'223904","A","WELLMAN-UNION CISD","TERRY","N","N"," ","Meets Requirements"," "
"'224","'14","'224901","B","THROCKMORTON COLLEGIATE ISD","THROCKMORTON","N","N"," ","Meets Requirements"," "
"'224","'09","'224902","B","WOODSON ISD","THROCKMORTON","N","N"," ","Meets Requirements"," "
"'225","'08","'225902","B","MOUNT PLEASANT ISD","TITUS","N","N","0","Meets Requirements"," "
"'225","'08","'225906","A","CHAPEL HILL ISD","TITUS","N","N","0","Meets Requirements"," "
"'225","'08","'225907","C","HARTS BLUFF ISD","TITUS","N","N"," ","Meets Requirements"," "
"'226","'15","'226801","B","TEXAS LEADERSHIP PUBLIC SCHOOLS","TOM GREEN","Y","N","0","Needs Assistance"," "
"'226","'15","'226901","A","CHRISTOVAL ISD","TOM GREEN","N","N","0","Meets Requirements"," "
"'226","'15","'226903","B","SAN ANGELO ISD","TOM GREEN","N","N","0","Needs Intervention"," "
"'226","'15","'226905","B","WATER VALLEY ISD","TOM GREEN","N","N","0","Meets Requirements"," "
"'226","'15","'226906","A","WALL ISD","TOM GREEN","N","N","1","Meets Requirements"," "
"'226","'15","'226907","B","GRAPE CREEK ISD","TOM GREEN","N","N","0","Meets Requirements"," "
"'226","'15","'226908","B","VERIBEST ISD","TOM GREEN","N","N","0","Meets Requirements"," "
"'227","'13","'227506","B","UNIVERSITY OF TEXAS AT AUSTIN H S","TRAVIS","N","N"," ","Meets Requirements","ASVAB Test not Offered"
"'227","'13","'227803","B","WAYSIDE SCHOOLS","TRAVIS","Y","N","0","Needs Assistance"," "
"'227","'13","'227804","B","NYOS CHARTER SCHOOL","TRAVIS","Y","N","0","Meets Requirements"," "
"'227","'13","'227805","B","TEXAS EMPOWERMENT ACADEMY","TRAVIS","Y","N","0","Meets Requirements"," "
"'227","'13","'227806","B","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","Y","Y"," ","Needs Assistance"," "
"'227","'13","'227814","A","CHAPARRAL STAR ACADEMY","TRAVIS","Y","N"," ","Meets Requirements"," "
"'227","'13","'227816","B","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","Y","N","0","Meets Requirements"," "
"'227","'13","'227817","A","CEDARS INTERNATIONAL ACADEMY","TRAVIS","Y","N","0","Meets Requirements","ASVAB Test not Offered"
"'227","'13","'227819","B","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL","TRAVIS","Y","N"," ","Meets Requirements"," "
"'227","'04","'227820","B","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","Y","N","0","Needs Assistance","ASVAB Alternative Test Offered"
"'227","'13","'227821","C","AUSTIN DISCOVERY SCHOOL","TRAVIS","Y","N"," ","Meets Requirements"," "
"'227","'13","'227824","B","VALERE PUBLIC SCHOOLS","TRAVIS","Y","N","0","Meets Requirements","ASVAB Test not Offered"
"'227","'13","'227825","B","AUSTIN ACHIEVE PUBLIC SCHOOLS","TRAVIS","Y","N","0","Needs Assistance"," "
"'227","'13","'227826","C","MONTESSORI FOR ALL","TRAVIS","Y","N"," ","Meets Requirements"," "
"'227","'13","'227827","Not Rated","THE EXCEL CENTER - FOR ADULTS","TRAVIS","Y","Y"," ","Meets Requirements"," "
"'227","'13","'227829","A","VALOR PUBLIC SCHOOLS","TRAVIS","Y","N"," ","Meets Requirements","ASVAB Test not Offered"
"'227","'13","'227901","B","AUSTIN ISD","TRAVIS","N","N","0","Needs Assistance"," "
"'227","'13","'227904","B","PFLUGERVILLE ISD","TRAVIS","N","N","0","Needs Assistance"," "
"'227","'13","'227907","C","MANOR ISD","TRAVIS","N","N","0","Needs Intervention"," "
"'227","'13","'227909","A","EANES ISD","TRAVIS","N","N","0","Meets Requirements"," "
"'227","'13","'227910","B","DEL VALLE ISD","TRAVIS","N","N","0","Needs Intervention"," "
"'227","'13","'227912","B","LAGO VISTA ISD","TRAVIS","N","N","0","Meets Requirements"," "
"'227","'13","'227913","B","LAKE TRAVIS ISD","TRAVIS","N","N","0","Meets Requirements"," "
"'228","'06","'228901","B","GROVETON ISD","TRINITY","N","N","0","Meets Requirements"," "
"'228","'06","'228903","C","TRINITY ISD","TRINITY","N","N","0","Meets Requirements"," "
"'228","'06","'228904","B","CENTERVILLE ISD","TRINITY","N","N"," ","Meets Requirements"," "
"'228","'06","'228905","A","APPLE SPRINGS ISD","TRINITY","N","N","0","Meets Requirements"," "
"'229","'05","'229901","B","COLMESNEIL ISD","TYLER","N","N","0","Meets Requirements"," "
"'229","'05","'229903","C","WOODVILLE ISD","TYLER","N","N","0","Needs Assistance"," "
